Library_name	RAS_id	Read_name	Length	Breadth_coverage	Mean_depth_coverage	CVPG	CV_per_genome
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s1371.ctg001372l||full	27393	0.9999634943233673	2.517687000328551	2.31078	0.00793722
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s1375.ctg001376l||full	28632	0.9999650740430288	1.8060212349818385	1.6576	0.00569364
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s1382.ctg001383l||full	35338	0.9999434037013979	2.8325032542871695	2.59972	0.00892971
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s1390.ctg001391l||full	15836	1.0	2.873642333922708	2.63748	0.0090594
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s1396.ctg001397l||full	18272	1.0	1.541210595446585	1.41455	0.0048588
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s1448.ctg001449l||full	13484	0.9869474933254228	0.9869474933254228	0.905838	0.00311144
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s1468.ctg001469l||full	35557	1.0	4.810613943808533	4.41527	0.0151659
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s1480.ctg001481l||full	22416	1.0	1.8245895788722342	1.67464	0.00575217
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s1495.ctg001496l||full	28076	0.9998575295626158	3.471862088616612	3.18654	0.0109453
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s1496.ctg001497l||full	23191	0.6796170928377387	0.8794791082747617	0.807202	0.00277263
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s1516.ctg001517l||full	23341	1.0	2.614712308812819	2.39983	0.0082431
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s1526.ctg001527c||full	32656	0.9999693777560019	5.719163400293974	5.24915	0.0180301
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s153.ctg000154l||full	112596	0.9747948417350527	4.542115172830296	4.16884	0.0143194
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s1548.ctg001549l||full	27126	1.0	1.9124456241244563	1.75528	0.00602915
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s1554.ctg001555l||full	20556	0.9999027048063825	1.4751410780307452	1.35391	0.00465051
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s1577.ctg001578l||full	24274	0.9999588036582352	1.941006838592733	1.78149	0.00611919
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s1579.ctg001580l||full	23789	0.929463197276052	1.1360712934549582	1.04271	0.00358156
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s1588.ctg001589l||full	27139	0.9999263053170714	2.0390950292936365	1.87152	0.00642842
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s1599.ctg001600l||full	23898	0.9849359779061009	1.8130805925182023	1.66408	0.00571589
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s1602.ctg001603l||full	23306	0.8575474126834292	1.292371063245516	1.18616	0.00407431
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s1614.ctg001615l||full	29020	1.0	2.172157133011716	1.99365	0.00684791
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s1622.ctg001623l||full	24261	0.9395738015745435	1.9207369852850253	1.76289	0.00605529
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s1625.ctg001626l||full	22819	1.0	3.1292782330514046	2.87211	0.00986532
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s1627.ctg001628l||full	27404	1.0	1.8717705444460662	1.71794	0.00590092
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s1632.ctg001633l||full	27785	0.9992801871513407	1.9849559114630195	1.82183	0.00625774
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s1634.ctg001635l||full	35843	1.0	2.8703791535306755	2.63449	0.00904911
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s1641.ctg001642l||full	29557	1.0	2.5808437933484454	2.36875	0.00813633
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s1646.ctg001647l||full	21198	0.9993867345976035	2.2684687234644776	2.08204	0.00715154
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s1649.ctg001650l||full_1	17160	1.0	2.48490675990676	2.28069	0.00783388
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s1652.ctg001653l||full	20508	0.6991905597815486	0.7303978935049736	0.670372	0.00230264
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s1669.ctg001670l||full	25915	0.9996141230947327	2.1998070615473666	2.01902	0.00693508
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s1726.ctg001727l||full	13744	1.0	2.864813736903376	2.62938	0.00903157
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s1744.ctg001745l||full	17200	0.9998837209302326	1.552906976744186	1.42529	0.00489567
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s1836.ctg001837l||full	17372	1.0	4.789373704812341	4.39577	0.0150989
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s1838.ctg001839l||full	19021	0.8154145418221965	1.186162662320593	1.08868	0.00373948
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s1842.ctg001843l||full	16245	1.0	1.6936903662665435	1.5545	0.0053395
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s1865.ctg001866l||full	40959	0.999926756024317	5.358456016992602	4.91809	0.016893
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s1885.ctg001886l||full	22606	1.0	1.2527647527205166	1.14981	0.00394945
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s189.ctg000190c||full	36102	0.9299207800121877	1.4980056506564734	1.3749	0.00472259
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s191.ctg000192l||full	18980	1.0	2.952212855637513	2.70959	0.0093071
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s1913.ctg001914l||full	26748	0.9992896665171228	1.66161956034096	1.52506	0.0052384
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s1926.ctg001927l||full	28781	0.9999652548556339	1.8536881970744588	1.70135	0.00584391
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s1948.ctg001949l||full	17523	0.8359869885293614	1.310392056154768	1.2027	0.00413112
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s1950.ctg001951l||full	21197	1.0	2.5926782091805443	2.37961	0.00817364
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s1953.ctg001954l||full_1	16502	0.7886316810083627	0.8392316082899043	0.770262	0.00264575
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s1959.ctg001960l||full	42673	1.0	6.08490145993954	5.58483	0.0191832
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s1960.ctg001961l||full	21289	1.0	2.6627366245478887	2.44391	0.0083945
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s1986.ctg001987l||full	23759	0.9076981354434109	1.2843554021633907	1.1788	0.00404904
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2006.ctg002007l||full	49385	0.9999392528095575	2.3883972866254934	2.19211	0.00752963
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2033.ctg002034l||full	29352	0.9051853366039793	1.5034750613246115	1.37992	0.00473983
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2055.ctg002056l||full	18867	1.0	1.5532411088143319	1.42559	0.00489672
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2070.ctg002071l||full	13707	1.0	1.4632669438972787	1.34301	0.00461307
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2075.ctg002076l||full	45146	0.9999778496433792	5.617286138306826	5.15565	0.017709
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2087.ctg002088l||full	34223	1.0	2.3964000818163225	2.19946	0.00755486
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2091.ctg002092l||full	33917	1.0	4.320665153168028	3.96558	0.0136213
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2092.ctg002093l||full	18818	1.0	4.216176001700499	3.86968	0.0132919
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2103.ctg002104l||full	39592	1.0	3.0280612244897958	2.77921	0.00954622
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2114.ctg002115l||full	21331	1.0	2.260231587829919	2.07448	0.00712557
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2134.ctg002135l||full	25951	0.9483642248853609	1.0655851412276984	0.978013	0.00335935
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2144.ctg002145l||full	14326	1.0	2.128368002233701	1.95345	0.00670986
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s216.ctg000217l||full	42506	0.9305509810379711	2.58003575965746	2.368	0.00813378
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2199.ctg002200l||full	22369	1.0	3.443649693772632	3.16064	0.0108564
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2206.ctg002207l||full	18294	1.0	2.301628949382311	2.11248	0.00725608
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2227.ctg002228l||full	13720	0.9999271137026239	2.417274052478134	2.21862	0.00762066
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2260.ctg002261l||full	22312	0.99986554320545	2.052572606669057	1.88389	0.00647091
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2268.ctg002269l||full	21965	1.0	1.828818575005691	1.67852	0.00576551
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2270.ctg002271l||full	82347	0.9999878562667736	3.8913500188227865	3.57155	0.0122678
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2289.ctg002290l||full	23595	0.949989404534859	1.0458571731299005	0.959907	0.00329715
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2290.ctg002291l||full	40246	0.8995676588977787	1.2698901754211598	1.16553	0.00400344
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2323.ctg002324l||full	23619	0.9999153224099242	3.175621321817181	2.91464	0.0100114
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2335.ctg002336l||full	22247	0.9903357756101946	1.5162493819391378	1.39164	0.00478011
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2362.ctg002363l||full	19815	0.9998990663638657	1.5760282614181176	1.44651	0.00496856
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2379.ctg002380l||full	21921	0.9999087632863465	1.9983121207974088	1.83409	0.00629985
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2386.ctg002387l||full	13162	0.9992402370460416	1.914906549156663	1.75754	0.00603691
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2396.ctg002397l||full_1	19372	0.8740966343175718	1.9728990295271527	1.81076	0.00621973
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2414.ctg002415l||full	19129	1.0	1.1493021067489153	1.05485	0.00362327
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2420.ctg002421l||full	23609	1.0	1.109915710110551	1.0187	0.0034991
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2461.ctg002462l||full	22397	1.0	2.178014912711524	1.99902	0.00686638
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2469.ctg002470l||full	26763	1.0	3.6162986212308037	3.3191	0.0114007
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2475.ctg002476l||full	32370	1.0	5.686252703120173	5.21895	0.0179264
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2485.ctg002486l||full	14382	1.0	2.0084132943957727	1.84336	0.00633169
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2487.ctg002488l||full	14864	0.9997981700753499	1.5738697524219591	1.44453	0.00496176
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2492.ctg002493l||full	11711	1.0	4.30168217914781	3.94816	0.0135614
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2514.ctg002515l||full	26609	0.8450524258709459	0.9424254951332256	0.864975	0.00297108
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2520.ctg002521l||full	33251	0.8810862831193047	0.8997924874439867	0.825846	0.00283667
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2528.ctg002529l||full	15954	1.0	1.3547699636454809	1.24343	0.00427103
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2539.ctg002540l||full	26519	0.8327237075304499	1.2601908065915004	1.15663	0.00397286
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s254.ctg000255l||full	19434	0.9999485437892354	2.0271688792837295	1.86057	0.00639082
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2550.ctg002551l||full	16780	1.0	4.18253873659118	3.83881	0.0131858
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s257.ctg000258l||full	108676	0.7517115094409069	1.4121425153667784	1.29609	0.0044519
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2574.ctg002575l||full	18963	0.998312503295892	1.0851131150134472	0.995936	0.00342091
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2618.ctg002619l||full	20697	0.7474030052664637	0.7878919650190849	0.723141	0.0024839
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2637.ctg002638l||full	22365	1.0	2.1423653029286833	1.9663	0.00675399
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2640.ctg002641l||full	24051	0.9997089518107355	1.643798594653029	1.50871	0.00518221
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2686.ctg002687l||full	20595	1.0	1.3533867443554262	1.24216	0.00426667
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2694.ctg002695l||full	22228	0.9999550116969588	1.7818967068562175	1.63546	0.00561758
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2699.ctg002700l||full	11998	1.0	3.550841806967828	3.25903	0.0111943
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2702.ctg002703l||full	28392	0.9140955198647507	1.1581431389123698	1.06296	0.00365114
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s271.ctg000272l||full	15968	0.8041708416833667	0.999749498997996	0.917588	0.0031518
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2720.ctg002721l||full	25051	0.9998802443016247	2.4458105464851703	2.24481	0.00771063
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s273.ctg000274l||full	49148	1.0	2.7173842272320337	2.49406	0.00856679
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2750.ctg002751l||full	34730	0.8894327670601785	0.9404261445436223	0.86314	0.00296477
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2779.ctg002780l||full	18608	1.0	2.4442175408426485	2.24335	0.0077056
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2793.ctg002794l||full	20825	1.0	1.2645858343337335	1.16066	0.00398671
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s280.ctg000281l||full	28954	0.7079160046971058	1.0472473578780135	0.961183	0.00330154
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2803.ctg002804l||full	18812	0.9998405273229853	2.552838613650861	2.34304	0.00804804
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s281.ctg000282l||full	16702	1.0	5.446593222368579	4.99898	0.0171708
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s283.ctg000284l||full	37968	0.8162663295406658	1.1504161399072903	1.05587	0.00362678
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2830.ctg002831l||full	19034	0.9994746243564149	1.5319953766943364	1.40609	0.00482975
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2836.ctg002837l||full	27395	0.9999634969885015	1.2467238547180142	1.14427	0.0039304
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2847.ctg002848l||full	14651	1.0	1.3898709985666506	1.27565	0.00438169
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s286.ctg000287l||full	30459	0.999934337962507	1.7075412850060738	1.56721	0.00538317
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2865.ctg002866l||full	33327	0.9999699942989168	1.1857953011072104	1.08834	0.00373832
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2872.ctg002873l||full	17089	1.0	5.6354965182281	5.17236	0.0177664
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2884.ctg002885l||full	19975	0.9998498122653316	1.8355444305381727	1.6847	0.00578671
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s289.ctg000290l||full	25963	0.9905634942032893	2.1861880368216307	2.00652	0.00689214
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2898.ctg002899l||full	22496	0.9998666429587483	2.046408250355619	1.87823	0.00645148
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2911.ctg002912l||full	20704	1.0	1.7787384080370943	1.63256	0.00560762
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	4752_BW_run525_CCS_trimmed_deduplicated_s2929.ctg002930l||full	20119	1.0	4.841145186142453	4.44329	0.0152621
