Library_name	RAS_id	Read_name	Length	Breadth_coverage	Mean_depth_coverage	CVPG	CV_per_genome	seq_name	taxonomy
5068_A_run562_hifi_trimmed_deduplicated	RAS_EGC_07_1617_1	5516.D.hifi_reads_s160.ctg000161l||full	26805	0.1282223465771311	0.3358701734750979	0.211009	0.000434362	5516.D.hifi_reads_s160.ctg000161l||full	Other
5068_A_run562_hifi_trimmed_deduplicated	RAS_EGC_07_1617_1	5516_AB_hifi_reads_s463.ctg000464l||full	13785	0.1756256800870511	0.6564381574174828	0.412405	0.000848934	5516_AB_hifi_reads_s463.ctg000464l||full	Other
5068_A_run562_hifi_trimmed_deduplicated	RAS_EGC_07_1617_1	5516_R_hifi_reads_s1287.ctg001288l||full_1	29380	0.3430565010211028	0.3430565010211028	0.215524	0.000443655	5516_R_hifi_reads_s1287.ctg001288l||full_1	Other
5068_B_run562_hifi_trimmed_deduplicated	RAS_EGC_08_1617_1	5068_L_run562_hifi_trimmed_deduplicated_s301.ctg000314l||full	59196	0.75	36.35727076153794	24.9729	0.0460545	5068_L_run562_hifi_trimmed_deduplicated_s301.ctg000314l||full	Other
5068_B_run562_hifi_trimmed_deduplicated	RAS_EGC_08_1617_1	5516.AD.hifi_reads_s2295.ctg002301l||full	26541	0.935722090350778	2.935269959685016	2.01617	0.00371817	5516.AD.hifi_reads_s2295.ctg002301l||full	Other
5068_B_run562_hifi_trimmed_deduplicated	RAS_EGC_08_1617_1	5516.AF.hifi_reads_s4994.ctg005025l||full	10759	0.4306162282740031	0.910772376614927	0.625587	0.00115369	5516.AF.hifi_reads_s4994.ctg005025l||full	Other
5068_B_run562_hifi_trimmed_deduplicated	RAS_EGC_08_1617_1	5516.D.hifi_reads_s160.ctg000161l||full	26805	0.1757507927625443	0.4411117328856556	0.302989	0.000558765	5516.D.hifi_reads_s160.ctg000161l||full	Other
5068_B_run562_hifi_trimmed_deduplicated	RAS_EGC_08_1617_1	5516_AB_hifi_reads_s100.ctg000101l||full	47011	0.1033162451341175	0.1033162451341175	0.0709654	0.000130873	5516_AB_hifi_reads_s100.ctg000101l||full	Other
5068_B_run562_hifi_trimmed_deduplicated	RAS_EGC_08_1617_1	5516_AB_hifi_reads_s463.ctg000464l||full	13785	0.2428726877040261	0.96873413130214	0.6654	0.00122712	5516_AB_hifi_reads_s463.ctg000464l||full	Other
5068_C_run562_hifi_trimmed_deduplicated	RAS_EGC_10_1617_2	4752_CF_run525_CCS_trimmed_deduplicated_s103.ctg000104l||full	29963	0.0432533457931448	0.0432533457931448	0.0232668	5.16341e-05	4752_CF_run525_CCS_trimmed_deduplicated_s103.ctg000104l||full	Other
5068_C_run562_hifi_trimmed_deduplicated	RAS_EGC_10_1617_2	5068_L_run562_hifi_trimmed_deduplicated_s301.ctg000314l||full	59196	0.75	20.612304885465235	11.0878	0.0246061	5068_L_run562_hifi_trimmed_deduplicated_s301.ctg000314l||full	Other
5068_C_run562_hifi_trimmed_deduplicated	RAS_EGC_10_1617_2	5068_N_run562_hifi_trimmed_deduplicated_s2170.ctg002244l||full	24185	0.29997932602853	0.5365722555302874	0.288633	0.000640538	5068_N_run562_hifi_trimmed_deduplicated_s2170.ctg002244l||full	Other
5068_C_run562_hifi_trimmed_deduplicated	RAS_EGC_10_1617_2	5516.AD.hifi_reads_s2295.ctg002301l||full	26541	0.9995855468897178	7.358728005726989	3.9584	0.00878455	5516.AD.hifi_reads_s2295.ctg002301l||full	Other
5068_C_run562_hifi_trimmed_deduplicated	RAS_EGC_10_1617_2	5516.AF.hifi_reads_s4994.ctg005025l||full	10759	0.8620689655172413	2.319639371688819	1.24778	0.00276909	5516.AF.hifi_reads_s4994.ctg005025l||full	Other
5068_C_run562_hifi_trimmed_deduplicated	RAS_EGC_10_1617_2	5516.D.hifi_reads_s160.ctg000161l||full	26805	0.914344338742772	5.3506062301809365	2.87819	0.00638733	5516.D.hifi_reads_s160.ctg000161l||full	Other
5068_C_run562_hifi_trimmed_deduplicated	RAS_EGC_10_1617_2	5516_AB_hifi_reads_s463.ctg000464l||full	13785	0.1740297424737033	1.2293072179905695	0.661268	0.0014675	5516_AB_hifi_reads_s463.ctg000464l||full	Other
5068_D_run562_hifi_trimmed_deduplicated	RAS_EGC_11_1617	4752_CF_run525_CCS_trimmed_deduplicated_s103.ctg000104l||full	29963	0.5402329539765711	0.5402329539765711	0.24016	0.000554688	4752_CF_run525_CCS_trimmed_deduplicated_s103.ctg000104l||full	Other
5068_D_run562_hifi_trimmed_deduplicated	RAS_EGC_11_1617	5068_L_run562_hifi_trimmed_deduplicated_s301.ctg000314l||full	59196	0.7093553618487736	18.85576728157308	8.38231	0.0193603	5068_L_run562_hifi_trimmed_deduplicated_s301.ctg000314l||full	Other
5068_D_run562_hifi_trimmed_deduplicated	RAS_EGC_11_1617	5516.AD.hifi_reads_s2295.ctg002301l||full	26541	0.9997362571116386	9.619456689649976	4.27632	0.00987685	5516.AD.hifi_reads_s2295.ctg002301l||full	Other
5068_D_run562_hifi_trimmed_deduplicated	RAS_EGC_11_1617	5516.AF.hifi_reads_s4994.ctg005025l||full	10759	0.6218050004647272	1.098057440282554	0.48814	0.00112744	5516.AF.hifi_reads_s4994.ctg005025l||full	Other
5068_D_run562_hifi_trimmed_deduplicated	RAS_EGC_11_1617	5516.D.hifi_reads_s160.ctg000161l||full	26805	0.4983025554933781	4.958776347696325	2.20442	0.00509146	5516.D.hifi_reads_s160.ctg000161l||full	Other
5068_D_run562_hifi_trimmed_deduplicated	RAS_EGC_11_1617	5516_AB_hifi_reads_s463.ctg000464l||full	13785	0.2834965542256075	1.475081610446137	0.655745	0.00151455	5516_AB_hifi_reads_s463.ctg000464l||full	Other
5068_E_run562_hifi_trimmed_deduplicated	RAS_EGC_02_1617_1	4752_CF_run525_CCS_trimmed_deduplicated_s103.ctg000104l||full	29963	0.4545939992657611	0.5417014317658445	0.218253	0.000561058	4752_CF_run525_CCS_trimmed_deduplicated_s103.ctg000104l||full	Other
5068_E_run562_hifi_trimmed_deduplicated	RAS_EGC_02_1617_1	5068_L_run562_hifi_trimmed_deduplicated_s301.ctg000314l||full	59196	0.5522501520372998	8.997280221636597	3.62503	0.00931878	5068_L_run562_hifi_trimmed_deduplicated_s301.ctg000314l||full	Other
5068_E_run562_hifi_trimmed_deduplicated	RAS_EGC_02_1617_1	5516.AD.hifi_reads_s2295.ctg002301l||full	26541	0.9874533740250931	6.286010323650202	2.53265	0.00651063	5516.AD.hifi_reads_s2295.ctg002301l||full	Other
5068_E_run562_hifi_trimmed_deduplicated	RAS_EGC_02_1617_1	5516.AF.hifi_reads_s4994.ctg005025l||full	10759	0.1143228924621247	0.1143228924621247	0.046061	0.000118408	5516.AF.hifi_reads_s4994.ctg005025l||full	Other
5068_E_run562_hifi_trimmed_deduplicated	RAS_EGC_02_1617_1	5516.D.hifi_reads_s160.ctg000161l||full	26805	0.7467263570229434	5.2415594105577314	2.11184	0.00542885	5516.D.hifi_reads_s160.ctg000161l||full	Other
5068_E_run562_hifi_trimmed_deduplicated	RAS_EGC_02_1617_1	5516_AB_hifi_reads_s463.ctg000464l||full	13785	0.0792890823358723	0.3645266594124048	0.146869	0.000377552	5516_AB_hifi_reads_s463.ctg000464l||full	Other
5068_F_run562_hifi_trimmed_deduplicated	RAS_EGC_05_1617_2	4752_CF_run525_CCS_trimmed_deduplicated_s103.ctg000104l||full	29963	0.6015419016787371	0.6447618729766712	0.457962	0.000984369	4752_CF_run525_CCS_trimmed_deduplicated_s103.ctg000104l||full	Other
5068_F_run562_hifi_trimmed_deduplicated	RAS_EGC_05_1617_2	5068_L_run562_hifi_trimmed_deduplicated_s301.ctg000314l||full	59196	0.75	25.306355159132373	17.9746	0.0386357	5068_L_run562_hifi_trimmed_deduplicated_s301.ctg000314l||full	Other
5068_F_run562_hifi_trimmed_deduplicated	RAS_EGC_05_1617_2	5516.AD.hifi_reads_s2295.ctg002301l||full	26541	0.1512753852530048	0.5070268640970573	0.360131	0.000774087	5516.AD.hifi_reads_s2295.ctg002301l||full	Other
5068_F_run562_hifi_trimmed_deduplicated	RAS_EGC_05_1617_2	5516.AF.hifi_reads_s4994.ctg005025l||full	10759	0.1496421600520494	0.1496421600520494	0.106288	0.000228461	5516.AF.hifi_reads_s4994.ctg005025l||full	Other
5068_F_run562_hifi_trimmed_deduplicated	RAS_EGC_05_1617_2	5516.D.hifi_reads_s160.ctg000161l||full	26805	0.3965678045140832	1.3666853199030031	0.97073	0.00208654	5516.D.hifi_reads_s160.ctg000161l||full	Other
5068_F_run562_hifi_trimmed_deduplicated	RAS_EGC_05_1617_2	5516_AB_hifi_reads_s463.ctg000464l||full	13785	0.0792890823358723	0.5813565469713456	0.412926	0.000887567	5516_AB_hifi_reads_s463.ctg000464l||full	Other
5068_G_run562_hifi_trimmed_deduplicated	10_2016_F4	5068_L_run562_hifi_trimmed_deduplicated_s301.ctg000314l||full	59196	0.7499831069666869	32.71356172714373	16.7084	0.0507266	5068_L_run562_hifi_trimmed_deduplicated_s301.ctg000314l||full	Other
5068_G_run562_hifi_trimmed_deduplicated	10_2016_F4	5516.AD.hifi_reads_s2295.ctg002301l||full	26541	0.5718322595230021	1.028597264609472	0.525354	0.00159497	5516.AD.hifi_reads_s2295.ctg002301l||full	Other
5068_G_run562_hifi_trimmed_deduplicated	10_2016_F4	5516.AF.hifi_reads_s4994.ctg005025l||full	10759	0.77256250580909	2.4448368807509997	1.2487	0.00379103	5516.AF.hifi_reads_s4994.ctg005025l||full	Other
5068_G_run562_hifi_trimmed_deduplicated	10_2016_F4	5516.D.hifi_reads_s160.ctg000161l||full	26805	0.4400298451781384	1.2142137660884162	0.620158	0.00188279	5516.D.hifi_reads_s160.ctg000161l||full	Other
5068_G_run562_hifi_trimmed_deduplicated	10_2016_F4	5516_AB_hifi_reads_s463.ctg000464l||full	13785	0.080739934711643	0.3926731955023576	0.200557	0.00060889	5516_AB_hifi_reads_s463.ctg000464l||full	Other
5068_H_run562_hifi_trimmed_deduplicated	11_2016_F4	5068_L_run562_hifi_trimmed_deduplicated_s301.ctg000314l||full	59196	0.7484458409351983	8.001047368065409	7.42229	0.0264323	5068_L_run562_hifi_trimmed_deduplicated_s301.ctg000314l||full	Other
5068_H_run562_hifi_trimmed_deduplicated	11_2016_F4	5068_N_run562_hifi_trimmed_deduplicated_s2170.ctg002244l||full	24185	0.1018399834608228	0.1018399834608228	0.0944734	0.000336439	5068_N_run562_hifi_trimmed_deduplicated_s2170.ctg002244l||full	Other
5068_H_run562_hifi_trimmed_deduplicated	11_2016_F4	5516.AD.hifi_reads_s2295.ctg002301l||full	26541	0.5632794544289966	1.2979541087374251	1.20407	0.00428792	5516.AD.hifi_reads_s2295.ctg002301l||full	Other
5068_H_run562_hifi_trimmed_deduplicated	11_2016_F4	5516.D.hifi_reads_s160.ctg000161l||full	26805	0.1780637940682708	1.485581048311882	1.37812	0.00490777	5516.D.hifi_reads_s160.ctg000161l||full	Other
5068_H_run562_hifi_trimmed_deduplicated	11_2016_F4	5516_AB_hifi_reads_s463.ctg000464l||full	13785	0.153645266594124	0.5038084874863983	0.467366	0.00166438	5516_AB_hifi_reads_s463.ctg000464l||full	Other
5068_J_run562_hifi_trimmed_deduplicated	5_2017_F4_1	4752_CF_run525_CCS_trimmed_deduplicated_s103.ctg000104l||full	29963	0.4312986016086507	0.5250141841604645	0.333862	0.00108005	4752_CF_run525_CCS_trimmed_deduplicated_s103.ctg000104l||full	Other
5068_J_run562_hifi_trimmed_deduplicated	5_2017_F4_1	5068_L_run562_hifi_trimmed_deduplicated_s301.ctg000314l||full	59196	0.75	42.19859449962836	26.8345	0.0868105	5068_L_run562_hifi_trimmed_deduplicated_s301.ctg000314l||full	Other
5068_J_run562_hifi_trimmed_deduplicated	5_2017_F4_1	5516.AD.hifi_reads_s2295.ctg002301l||full	26541	0.325948532459214	0.811838287931879	0.516256	0.00167011	5516.AD.hifi_reads_s2295.ctg002301l||full	Other
5068_J_run562_hifi_trimmed_deduplicated	5_2017_F4_1	5516.AF.hifi_reads_s4994.ctg005025l||full	10759	0.6514545961520587	0.7196765498652291	0.457649	0.00148051	5516.AF.hifi_reads_s4994.ctg005025l||full	Other
5068_J_run562_hifi_trimmed_deduplicated	5_2017_F4_1	5516.D.hifi_reads_s160.ctg000161l||full	26805	0.1608655101660138	0.5174780824473046	0.329069	0.00106455	5516.D.hifi_reads_s160.ctg000161l||full	Other
5068_J_run562_hifi_trimmed_deduplicated	5_2017_F4_1	5516_AB_hifi_reads_s100.ctg000101l||full	47011	0.2332220118695624	0.3332836995596775	0.211938	0.000685628	5516_AB_hifi_reads_s100.ctg000101l||full	Other
5068_J_run562_hifi_trimmed_deduplicated	5_2017_F4_1	5516_AB_hifi_reads_s463.ctg000464l||full	13785	0.0793616249546608	0.7925281102647805	0.503976	0.00163038	5516_AB_hifi_reads_s463.ctg000464l||full	Other
5068_K_run562_hifi_trimmed_deduplicated	6_2017_F4_1	5068_L_run562_hifi_trimmed_deduplicated_s301.ctg000314l||full	59196	0.75	43.54037434961822	29.372	0.0893869	5068_L_run562_hifi_trimmed_deduplicated_s301.ctg000314l||full	Other
5068_K_run562_hifi_trimmed_deduplicated	6_2017_F4_1	5516.AD.hifi_reads_s2295.ctg002301l||full	26541	0.0568554312196224	0.0568554312196224	0.0383542	0.000116722	5516.AD.hifi_reads_s2295.ctg002301l||full	Other
5068_K_run562_hifi_trimmed_deduplicated	6_2017_F4_1	5516.AF.hifi_reads_s4994.ctg005025l||full	10759	0.7382656380704526	0.9672832047588066	0.652521	0.0019858	5516.AF.hifi_reads_s4994.ctg005025l||full	Other
5068_K_run562_hifi_trimmed_deduplicated	6_2017_F4_1	5516.D.hifi_reads_s160.ctg000161l||full	26805	0.1184107442641298	0.2144749113971274	0.144683	0.00044031	5516.D.hifi_reads_s160.ctg000161l||full	Other
5068_K_run562_hifi_trimmed_deduplicated	6_2017_F4_1	5516_AB_hifi_reads_s100.ctg000101l||full	47011	0.1634511071876794	0.2898470570717492	0.195528	0.000595046	5516_AB_hifi_reads_s100.ctg000101l||full	Other
5068_K_run562_hifi_trimmed_deduplicated	6_2017_F4_1	5516_AB_hifi_reads_s463.ctg000464l||full	13785	0.1607544432354008	0.4283641639463185	0.288971	0.000879417	5516_AB_hifi_reads_s463.ctg000464l||full	Other
5068_L_run562_hifi_trimmed_deduplicated	7_2017_F4_1	5068_L_run562_hifi_trimmed_deduplicated_s301.ctg000314l||full	59196	0.9224271910264208	48.87031218325563	28.411	0.0904336	5068_L_run562_hifi_trimmed_deduplicated_s301.ctg000314l||full	Other
5068_L_run562_hifi_trimmed_deduplicated	7_2017_F4_1	5068_L_run562_hifi_trimmed_deduplicated_s3860.ctg004019l||full_1	25131	1.0	1.6786439059329117	0.975889	0.0031063	5068_L_run562_hifi_trimmed_deduplicated_s3860.ctg004019l||full_1	Maveriviricetes
5068_L_run562_hifi_trimmed_deduplicated	7_2017_F4_1	5516.AD.hifi_reads_s2295.ctg002301l||full	26541	0.361666855054444	0.361666855054444	0.210257	0.000669258	5516.AD.hifi_reads_s2295.ctg002301l||full	Other
5068_L_run562_hifi_trimmed_deduplicated	7_2017_F4_1	5516.AF.hifi_reads_s4994.ctg005025l||full	10759	0.9018496142764196	5.468723859094712	3.17927	0.0101198	5516.AF.hifi_reads_s4994.ctg005025l||full	Other
5068_L_run562_hifi_trimmed_deduplicated	7_2017_F4_1	5516.D.hifi_reads_s160.ctg000161l||full	26805	0.0480507368028352	0.0480507368028352	0.0279346	8.8917e-05	5516.D.hifi_reads_s160.ctg000161l||full	Other
5068_L_run562_hifi_trimmed_deduplicated	7_2017_F4_1	5516.K.hifi_reads_s557.ctg000566l||full	15539	0.8537872449964605	4.995366497200592	2.90408	0.00924383	5516.K.hifi_reads_s557.ctg000566l||full	Arfiviricetes
5068_L_run562_hifi_trimmed_deduplicated	7_2017_F4_1	5516_AB_hifi_reads_s221.ctg000222l||full	26835	0.5896031302403577	0.668828023104155	0.388827	0.00123765	5516_AB_hifi_reads_s221.ctg000222l||full	Other
5068_L_run562_hifi_trimmed_deduplicated	7_2017_F4_1	5516_AB_hifi_reads_s463.ctg000464l||full	13785	0.8507072905331883	1.918679724338049	1.11544	0.00355048	5516_AB_hifi_reads_s463.ctg000464l||full	Other
5068_M_run562_hifi_trimmed_deduplicated	7_2017_F4_3	5068_L_run562_hifi_trimmed_deduplicated_s301.ctg000314l||full	59196	0.7499831069666869	20.056034191499425	14.1139	0.0538996	5068_L_run562_hifi_trimmed_deduplicated_s301.ctg000314l||full	Other
